student_id,age,gender,city_type,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,mental_state,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,learning_style,career_goal,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,performance_category
150,20,Male,Rural,5.1,6,43,60,5.2,0,99,2.2,0.3,1,9,2.0,8,Distracted,5.6,7,1.1,9,10,10,Reading,Engineering,5,7,10,4,45,Low
151,21,Male,Urban,2.7,3,48,77,1.4,1,20,1.1,2.8,10,4,10.0,5,Balanced,8.2,4,0.2,10,6,8,Visual,Business,8,9,8,2,47,Low
152,15,Male,Rural,2.4,2,65,72,3.4,1,22,1.4,2.8,6,9,3.0,6,Focused,5.5,5,1.6,5,10,4,Audio,Engineering,7,6,10,7,51,Medium
153,21,Male,Semi-Urban,4.8,5,63,69,4.1,1,37,2.3,1.3,6,6,5.0,3,Balanced,6.4,6,0.6,2,6,9,Audio,Engineering,8,8,8,7,52,Medium
154,20,Female,Semi-Urban,4.4,0,93,87,2.4,0,52,3.9,0.2,1,3,4.0,5,Balanced,6.9,6,2.1,5,3,6,Visual,Medical,6,8,2,1,69,Medium
155,17,Male,Urban,5.6,2,55,54,3.4,1,29,2.5,2.3,3,2,10.0,9,Balanced,5.8,3,1.8,2,7,5,Practical,Arts,5,3,5,2,40,Low
156,15,Female,Urban,5.1,5,50,81,2.9,0,15,1.1,3.6,6,2,8.0,7,Focused,6.7,6,1.5,9,9,9,Visual,Medical,6,10,6,3,67,Medium
157,15,Male,Rural,4.9,6,79,61,3.1,1,85,1.0,1.5,4,2,1.0,7,Balanced,6.9,2,1.7,6,4,6,Visual,Arts,3,8,10,2,37,Low
158,18,Female,Rural,4.3,3,79,92,2.5,0,26,1.1,2.3,10,1,4.0,4,Distracted,7.5,2,0.1,7,8,5,Visual,Business,7,8,9,3,42,Low
159,15,Male,Rural,3.0,6,70,57,2.5,1,57,0.6,1.7,2,7,,2,Balanced,5.6,2,0.0,10,4,5,Practical,Research,4,3,5,9,72,Medium
160,22,Female,Rural,3.4,7,47,78,2.3,1,98,0.1,0.1,4,5,10.0,6,Focused,6.7,5,1.2,8,8,7,Reading,Arts,6,2,7,5,73,Medium
161,21,Female,Semi-Urban,3.8,0,40,80,4.4,1,110,1.0,0.7,6,9,2.0,3,Focused,4.8,3,1.4,7,7,1,Visual,Research,9,8,4,10,74,Medium
162,16,Male,Urban,7.2,3,83,87,2.4,1,87,0.7,2.5,2,7,7.0,4,Burnout,7.0,7,0.0,1,1,5,Reading,Business,6,3,9,10,69,Medium
163,22,Male,Urban,5.5,0,52,81,2.0,0,96,1.1,2.3,3,6,2.0,6,Balanced,6.2,7,0.1,3,10,3,Visual,Research,1,5,4,9,70,Medium
164,23,Female,Rural,4.2,3,78,71,0.5,0,8,2.0,3.8,1,6,4.0,1,Focused,4.8,7,1.2,10,8,2,Visual,Arts,7,8,8,10,96,High
165,19,Male,Urban,6.0,0,67,74,4.3,0,86,3.0,4.8,2,2,5.0,5,Focused,6.6,7,1.1,4,9,4,Visual,Medical,10,5,7,4,46,Low
166,15,Female,Semi-Urban,2.8,7,54,61,4.0,0,101,1.6,2.1,8,8,1.0,8,Burnout,8.8,0,1.7,10,5,5,Practical,Research,8,7,8,6,21,Low
167,17,Female,Semi-Urban,2.4,5,47,90,2.1,0,92,0.0,2.8,1,6,3.0,8,Balanced,6.7,5,1.7,5,3,4,Visual,Engineering,4,6,10,1,21,Low
168,18,Female,Semi-Urban,5.5,6,99,95,4.6,1,87,0.4,0.1,8,8,1.0,10,Focused,7.7,6,0.6,8,8,2,Practical,Engineering,4,6,9,8,55,Medium
169,16,Male,Semi-Urban,4.4,2,97,73,6.1,0,30,1.1,0.0,3,3,8.0,5,Balanced,7.5,2,0.2,2,7,2,Reading,Engineering,4,7,4,7,88,High
170,21,Female,Urban,3.8,1,69,52,1.6,1,25,2.7,1.6,6,5,1.0,4,Focused,6.4,1,0.0,4,9,5,Audio,Engineering,8,9,10,5,46,Low
171,21,Male,Semi-Urban,3.8,3,66,67,5.8,1,44,1.7,0.0,1,8,7.0,5,Burnout,5.3,1,0.1,8,6,5,Visual,Arts,9,2,1,8,73,Medium
172,21,Female,Urban,4.4,6,100,77,1.1,1,98,0.0,0.7,7,4,9.0,1,Focused,4.7,6,0.8,1,1,9,Practical,Research,10,6,10,5,75,High
173,15,Male,Urban,4.2,0,93,75,3.4,1,116,1.2,3.9,8,6,1.0,5,Burnout,6.4,7,1.2,9,2,10,Practical,Medical,5,10,4,6,48,Low
174,16,Female,Urban,4.1,5,53,62,3.7,1,11,0.5,1.7,3,3,1.0,3,Balanced,7.4,7,0.0,10,8,8,Visual,Research,1,7,2,1,50,Medium
175,19,Female,Urban,3.5,7,54,96,3.7,1,84,0.0,0.2,2,3,6.0,8,Burnout,6.1,7,1.7,7,8,3,Audio,Business,7,10,9,3,37,Low
176,16,Male,Urban,2.9,3,73,92,5.7,1,49,1.8,1.4,6,10,2.0,8,Focused,4.4,1,1.3,4,6,8,Practical,Business,3,10,1,4,46,Low
177,20,Female,Rural,2.9,7,45,84,2.8,0,116,2.1,0.7,10,3,9.0,7,Focused,9.1,5,0.4,9,9,7,Practical,Arts,10,3,5,4,59,Medium
178,23,Female,Urban,3.5,7,86,74,2.5,1,78,0.7,1.7,9,9,3.0,4,Focused,5.8,2,0.8,5,5,6,Audio,Arts,7,7,1,2,66,Medium
179,15,Female,Semi-Urban,5.1,2,57,84,3.1,0,10,1.1,1.0,10,4,7.0,6,Focused,7.8,1,1.0,8,7,7,Practical,Business,8,1,1,8,62,Medium
180,18,Male,Rural,3.8,4,86,61,1.7,1,105,0.0,1.4,3,4,4.0,3,Focused,5.7,4,0.5,7,4,4,Visual,Medical,9,6,4,2,77,High
181,18,Male,Rural,2.7,5,84,68,1.6,1,66,2.1,0.1,9,7,3.0,3,Balanced,5.2,5,1.6,9,4,9,Audio,Business,4,2,2,5,36,Low
182,19,Female,Rural,4.4,3,58,91,0.0,1,98,2.7,0.9,5,3,5.0,2,Balanced,4.5,1,0.0,8,1,7,Practical,Research,5,8,1,7,74,Medium
183,15,Female,Rural,2.7,0,50,77,3.8,0,57,0.4,0.8,8,4,3.0,10,Burnout,7.5,2,0.6,10,1,6,Reading,Medical,2,1,2,6,25,Low
184,18,Female,Urban,5.4,4,49,91,1.9,0,44,2.7,0.1,6,10,5.0,6,Burnout,6.8,3,0.2,2,9,2,Reading,Engineering,10,9,2,8,86,High
185,18,Female,Rural,4.7,6,99,51,5.2,0,28,0.0,5.4,9,2,5.0,4,Burnout,6.3,4,1.0,5,2,8,Practical,Medical,2,10,6,8,55,Medium
186,18,Male,Rural,5.3,4,75,74,4.1,0,100,2.7,3.7,2,6,3.0,7,Balanced,7.3,7,0.1,3,7,6,Visual,Arts,1,7,7,1,43,Low
187,18,Female,Urban,4.4,6,79,63,1.6,0,87,2.9,4.0,6,2,5.0,9,Focused,6.8,7,0.8,7,7,6,Audio,Research,8,6,10,3,48,Low
188,17,Male,Rural,3.2,6,40,66,4.5,0,70,2.7,3.7,3,1,3.0,3,Focused,5.6,3,1.3,4,9,7,Visual,Arts,4,3,6,3,45,Low
189,23,Male,Urban,6.2,5,67,96,4.6,1,87,1.8,2.4,10,3,10.0,7,Burnout,4.7,2,1.7,8,3,7,Visual,Engineering,3,7,10,10,40,Low
190,20,Male,Urban,1.4,5,85,87,3.3,1,117,2.3,2.4,8,8,4.0,6,Burnout,7.7,3,1.6,3,5,5,Practical,Medical,5,8,9,9,33,Low
191,18,Female,Rural,5.3,2,71,98,1.2,1,96,2.6,2.3,9,10,9.0,6,Focused,5.3,4,1.1,3,1,3,Audio,Business,4,8,9,3,61,Medium
192,19,Male,Semi-Urban,7.0,5,62,74,1.8,0,110,0.9,2.6,1,9,10.0,10,Balanced,6.7,1,0.0,6,4,1,Practical,Engineering,1,5,2,4,78,High
193,18,Female,Rural,5.0,0,46,79,1.8,1,12,1.2,3.7,2,4,9.0,2,Focused,5.8,3,0.4,4,5,1,Audio,Engineering,7,10,7,9,86,High
194,20,Male,Semi-Urban,7.4,5,75,67,2.4,0,94,1.7,1.9,1,10,10.0,7,Burnout,5.3,3,0.0,8,8,6,Practical,Business,3,5,2,5,83,High
195,21,Male,Semi-Urban,3.3,0,93,70,0.1,1,6,2.4,0.1,6,2,3.0,7,Distracted,8.3,2,2.3,10,1,10,Practical,Engineering,4,2,4,1,29,Low
196,22,Female,Urban,5.9,5,81,74,3.3,0,61,1.4,2.2,3,7,1.0,9,Balanced,7.1,4,1.5,10,7,10,Audio,Medical,7,3,3,10,57,Medium
197,20,Male,Urban,2.1,3,86,87,0.0,1,12,3.6,0.8,4,3,5.0,3,Balanced,5.8,4,1.8,3,9,5,Reading,Engineering,9,7,7,6,78,High
198,20,Female,Semi-Urban,7.2,0,49,92,3.9,1,84,1.0,3.2,9,2,9.0,1,Distracted,7.3,5,1.6,9,4,9,Practical,Arts,7,6,5,9,72,Medium
199,16,Female,Semi-Urban,2.5,2,99,77,1.3,0,115,3.3,4.7,1,4,9.0,2,Burnout,5.3,7,1.1,8,7,5,Practical,Engineering,9,4,6,2,60,Medium
200,16,Female,Urban,4.8,1,86,61,5.9,1,115,3.5,0.5,7,3,3.0,7,Distracted,7.1,5,0.7,8,9,1,Visual,Business,3,7,6,7,39,Low
201,15,Male,Semi-Urban,5.2,2,67,98,2.2,0,42,3.6,2.8,6,6,3.0,8,Focused,3.5,3,1.4,10,8,5,Audio,Medical,9,9,1,6,87,High
202,21,Female,Urban,5.6,2,62,81,1.6,0,34,1.3,2.8,1,5,9.0,7,Balanced,9.0,1,2.3,8,3,8,Audio,Engineering,3,10,7,2,74,Medium
203,23,Female,Urban,3.8,4,84,80,3.1,0,49,0.1,0.3,5,6,5.0,1,Focused,6.5,3,0.0,2,9,6,Visual,Business,9,6,6,2,70,Medium
204,22,Male,Rural,4.3,0,63,68,1.4,0,22,0.6,4.1,8,3,1.0,4,Focused,6.4,5,0.0,2,9,2,Practical,Engineering,3,7,3,9,72,Medium
205,15,Female,Urban,4.3,1,58,82,1.8,0,59,0.9,0.3,6,5,10.0,6,Balanced,4.1,7,0.7,10,10,9,Reading,Arts,4,2,8,4,51,Medium
206,23,Female,Urban,1.6,7,48,94,5.2,1,13,0.5,0.6,3,9,4.0,5,Balanced,9.3,1,0.0,2,4,10,Reading,Medical,10,9,8,3,44,Low
207,18,Male,Urban,4.7,7,52,61,4.0,0,77,1.3,0.8,8,7,7.0,8,Balanced,7.8,7,1.4,10,3,5,Reading,Research,7,9,2,4,65,Medium
208,15,Female,Semi-Urban,6.9,6,45,52,1.4,1,62,1.1,1.3,4,5,3.0,6,Burnout,4.6,6,0.5,8,9,4,Visual,Medical,9,7,3,7,55,Medium
209,15,Male,Semi-Urban,2.6,0,55,96,4.2,0,86,0.9,3.5,10,1,7.0,10,Balanced,5.8,1,1.3,2,7,6,Reading,Research,9,7,1,8,42,Low
210,17,Male,Semi-Urban,3.4,2,77,63,2.7,1,55,1.4,2.5,8,7,8.0,3,Focused,6.3,2,1.3,7,9,1,Visual,Engineering,8,8,6,4,82,High
211,21,Male,Urban,6.0,2,40,76,2.9,0,91,1.5,2.5,5,1,2.0,4,Balanced,6.1,4,3.0,3,5,3,Audio,Medical,4,3,4,1,42,Low
212,22,Female,Urban,4.5,5,53,99,1.5,0,83,1.3,1.1,2,4,7.0,8,Distracted,7.7,4,2.2,9,2,8,Reading,Medical,8,4,1,1,48,Low
213,16,Female,Urban,4.2,5,46,78,2.0,1,95,1.4,1.7,9,8,4.0,5,Burnout,6.4,4,0.5,2,10,1,Audio,Arts,1,10,7,2,41,Low
214,21,Male,Rural,5.3,6,64,54,0.5,0,73,1.3,2.9,9,5,8.0,9,Distracted,4.8,0,0.7,4,6,6,Visual,Engineering,6,2,7,6,58,Medium
215,15,Female,Urban,4.6,0,63,53,0.0,0,47,1.7,3.3,10,9,7.0,4,Focused,7.7,3,0.9,2,6,1,Practical,Research,5,7,10,1,61,Medium
216,16,Female,Semi-Urban,3.7,2,46,67,5.3,1,110,0.0,2.7,10,1,4.0,1,Focused,5.3,2,2.0,10,3,8,Practical,Medical,3,6,4,8,35,Low
217,23,Female,Urban,4.2,6,99,84,1.7,0,79,0.0,2.0,9,10,2.0,1,Distracted,7.6,6,2.0,10,1,6,Visual,Business,7,9,8,6,76,High
218,21,Female,Urban,4.3,4,40,100,5.0,1,5,2.1,1.4,6,8,10.0,1,Focused,6.5,0,2.0,9,7,7,Practical,Engineering,5,7,2,4,77,High
219,16,Female,Rural,6.4,1,89,66,5.2,0,36,1.5,4.6,5,10,6.0,3,Focused,5.4,1,0.5,7,10,7,Audio,Arts,10,1,4,7,76,High
220,23,Female,Rural,4.1,1,72,65,5.8,1,91,1.1,5.5,10,3,3.0,7,Focused,5.6,0,2.7,7,7,3,Visual,Engineering,10,2,7,9,25,Low
221,21,Male,Urban,2.3,1,46,75,4.9,1,64,1.9,1.6,10,3,8.0,9,Balanced,6.1,7,1.9,1,2,10,Reading,Engineering,2,4,2,7,24,Low
222,23,Female,Urban,2.3,1,64,86,4.7,1,52,0.9,0.0,8,8,8.0,1,Focused,6.5,5,0.8,8,9,4,Visual,Medical,1,1,5,2,53,Medium
223,22,Male,Rural,6.5,1,84,66,2.3,1,105,1.1,0.1,1,4,2.0,4,Distracted,7.0,7,1.8,9,5,7,Visual,Engineering,3,10,4,10,83,High
224,15,Female,Urban,3.1,1,72,91,0.0,1,23,3.0,2.6,1,8,3.0,1,Distracted,6.0,3,1.8,4,5,6,Audio,Research,7,4,8,6,61,Medium
225,22,Female,Rural,3.8,4,78,77,2.4,0,75,3.9,2.4,10,7,1.0,10,Burnout,8.4,0,0.0,4,4,10,Reading,Arts,2,1,10,1,4,Low
226,22,Female,Rural,5.7,4,67,97,4.9,0,104,0.1,0.2,1,2,,4,Burnout,7.3,3,2.2,8,2,4,Reading,Arts,3,2,6,4,44,Low
227,20,Male,Semi-Urban,2.8,5,92,100,3.4,0,23,0.2,3.3,5,7,,3,Focused,6.1,1,1.7,9,3,6,Reading,Engineering,1,10,5,8,92,High
228,19,Female,Rural,4.8,1,63,84,4.3,0,18,2.4,0.4,6,7,2.0,9,Burnout,7.2,0,1.4,7,4,10,Visual,Research,2,10,5,6,43,Low
229,17,Male,Urban,5.3,1,51,66,1.7,1,55,2.1,1.3,9,2,8.0,10,Distracted,6.5,2,1.3,5,4,8,Visual,Research,4,10,6,2,33,Low
230,19,Female,Urban,3.6,0,40,75,4.3,1,42,1.7,2.2,6,10,7.0,10,Burnout,6.7,5,0.6,8,3,10,Practical,Business,8,8,5,8,33,Low
231,15,Female,Rural,2.8,2,57,77,1.9,0,114,0.9,1.4,10,10,9.0,7,Distracted,7.8,1,0.0,7,7,8,Audio,Engineering,1,5,2,2,39,Low
232,15,Male,Semi-Urban,6.4,2,89,67,0.8,1,114,2.7,0.0,5,10,7.0,4,Focused,7.3,4,3.2,8,9,4,Visual,Arts,10,3,2,5,86,High
233,15,Female,Semi-Urban,3.0,3,63,83,3.0,0,61,0.8,0.1,6,3,3.0,10,Distracted,6.7,7,1.6,2,2,5,Reading,Medical,6,2,5,7,56,Medium
234,22,Male,Rural,3.6,5,99,58,2.9,1,36,1.6,0.2,10,4,9.0,5,Focused,7.6,7,0.6,7,8,3,Visual,Research,4,5,6,1,57,Medium
235,21,Male,Semi-Urban,2.5,4,60,97,2.4,1,107,0.0,1.4,4,8,5.0,10,Focused,6.1,0,0.0,4,6,8,Practical,Arts,3,5,2,2,47,Low
236,20,Male,Rural,2.6,7,80,57,1.2,1,105,2.1,3.2,5,3,6.0,3,Balanced,5.3,1,0.0,4,5,3,Audio,Engineering,9,5,2,3,75,High
237,23,Male,Urban,4.9,6,84,99,1.7,0,80,2.2,0.9,1,7,10.0,1,Balanced,5.3,7,2.4,10,1,6,Practical,Business,7,6,4,1,99,High
238,18,Male,Rural,3.6,7,79,80,3.0,0,115,1.7,1.9,3,2,7.0,8,Burnout,3.9,0,0.6,4,4,3,Reading,Medical,6,1,6,2,30,Low
239,21,Female,Rural,5.7,4,95,53,2.6,0,91,1.8,1.2,5,1,2.0,5,Balanced,7.6,4,2.0,4,4,4,Reading,Engineering,4,3,7,9,69,Medium
240,19,Male,Rural,4.7,4,94,59,2.7,0,100,0.2,1.9,5,10,,10,Balanced,5.3,4,1.8,5,1,9,Audio,Medical,1,5,10,9,61,Medium
241,22,Female,Urban,2.1,5,82,68,3.6,1,97,1.8,2.1,9,1,7.0,10,Focused,4.5,2,1.5,8,7,4,Reading,Engineering,4,6,6,9,39,Low
242,22,Female,Urban,1.0,0,68,68,2.5,1,101,0.7,2.2,3,9,6.0,7,Focused,6.4,7,1.9,7,6,3,Reading,Engineering,5,1,7,9,52,Medium
243,18,Male,Urban,4.0,2,56,54,6.0,1,40,3.8,1.2,5,2,10.0,9,Focused,6.1,2,0.0,8,3,7,Practical,Medical,1,1,9,8,47,Low
244,17,Male,Semi-Urban,1.2,3,59,50,4.3,1,89,1.5,0.0,7,6,2.0,2,Burnout,7.5,1,1.3,8,6,2,Practical,Research,7,4,2,6,31,Low
245,22,Female,Urban,1.6,6,90,84,4.2,0,34,4.4,0.0,6,7,4.0,6,Burnout,,6,0.9,1,7,9,Visual,Arts,10,5,2,10,49,Low
246,21,Female,Semi-Urban,2.0,5,83,66,0.0,0,72,1.1,3.6,7,7,2.0,6,Focused,6.9,2,1.0,2,6,2,Reading,Research,5,2,3,3,62,Medium
247,22,Male,Semi-Urban,1.7,1,43,59,1.5,1,10,0.7,3.2,9,3,5.0,8,Balanced,7.6,5,0.5,8,6,3,Visual,Arts,8,9,8,4,29,Low
248,20,Male,Semi-Urban,2.3,2,56,90,4.7,1,6,1.5,1.8,4,10,6.0,7,Distracted,,3,1.2,8,5,4,Practical,Engineering,7,7,9,9,60,Medium
249,15,Male,Rural,6.4,0,79,65,3.2,0,75,0.0,2.3,4,2,3.0,8,Focused,5.0,6,1.0,2,6,9,Reading,Research,4,9,2,2,46,Low
250,23,Female,Rural,1.3,4,50,55,3.7,1,27,1.7,1.5,2,6,4.0,9,Focused,5.9,7,0.9,5,1,4,Audio,Engineering,1,6,2,5,43,Low
251,17,Male,Urban,3.5,6,49,64,3.6,1,86,0.7,1.6,6,3,2.0,2,Balanced,6.3,5,0.0,5,7,5,Reading,Research,7,4,8,10,51,Medium
252,21,Female,Semi-Urban,3.4,5,44,72,2.1,0,96,2.6,2.6,10,3,9.0,6,Balanced,4.8,3,2.0,3,8,4,Reading,Engineering,1,6,10,1,34,Low
253,15,Female,Urban,5.6,6,74,84,2.8,0,71,2.3,1.8,10,5,9.0,2,Burnout,6.4,1,1.6,10,2,4,Visual,Business,6,5,1,6,81,High
254,17,Female,Urban,0.7,4,60,94,2.5,1,94,0.5,3.4,8,5,1.0,5,Distracted,7.0,4,0.4,8,7,5,Visual,Engineering,2,6,6,10,34,Low
255,22,Male,Semi-Urban,1.7,7,72,56,2.7,0,97,2.7,0.7,10,10,6.0,4,Burnout,6.6,3,0.7,7,7,9,Practical,Engineering,8,6,6,5,32,Low
256,23,Female,Semi-Urban,3.9,0,82,77,3.7,0,96,2.5,3.7,10,7,10.0,4,Focused,7.7,1,0.1,9,9,5,Reading,Engineering,1,7,10,10,84,High
257,20,Female,Semi-Urban,5.9,4,41,67,4.0,0,116,1.9,1.3,9,3,7.0,8,Burnout,6.4,5,0.6,1,8,10,Reading,Research,3,8,4,8,43,Low
258,15,Male,Semi-Urban,4.7,6,96,83,,0,15,1.5,3.9,4,5,3.0,10,Distracted,6.3,3,2.0,7,1,10,Visual,Business,1,5,2,9,58,Medium
259,19,Female,Semi-Urban,4.8,3,71,77,0.0,0,39,3.3,1.1,9,7,9.0,10,Balanced,6.2,2,0.7,6,8,4,Audio,Engineering,5,5,4,4,64,Medium
260,18,Female,Semi-Urban,6.0,5,41,70,1.1,1,104,2.5,4.2,7,6,10.0,5,Balanced,7.0,2,0.0,9,1,5,Audio,Medical,2,4,1,3,60,Medium
261,16,Male,Urban,3.5,2,80,68,3.4,0,8,1.8,0.4,7,3,5.0,1,Distracted,8.8,1,1.1,9,1,1,Audio,Medical,4,4,2,9,73,Medium
262,23,Female,Semi-Urban,2.0,1,68,64,1.4,1,97,1.1,0.0,1,7,3.0,3,Distracted,6.3,5,1.2,10,2,10,Practical,Arts,4,10,9,9,50,Medium
263,18,Female,Semi-Urban,2.7,4,47,93,3.9,1,73,2.8,1.2,2,3,10.0,9,Burnout,5.5,4,0.8,3,4,9,Reading,Engineering,3,7,3,7,38,Low
264,16,Female,Rural,4.3,1,71,67,1.5,1,81,1.3,3.8,10,8,9.0,2,Balanced,5.8,5,1.2,6,7,3,Practical,Arts,3,10,9,8,85,High
265,15,Male,Urban,3.5,3,41,60,1.3,0,89,3.3,1.5,6,5,2.0,8,Balanced,6.6,1,2.2,8,3,7,Practical,Arts,8,10,3,2,34,Low
266,21,Male,Urban,3.1,4,58,82,3.7,0,115,1.5,2.3,8,5,10.0,5,Distracted,6.1,5,2.0,1,7,1,Practical,Arts,2,2,5,10,48,Low
267,20,Female,Semi-Urban,0.5,1,88,55,2.7,0,92,2.9,4.4,10,1,7.0,10,Burnout,7.3,5,0.9,10,7,3,Audio,Research,6,3,7,7,25,Low
268,22,Male,Semi-Urban,4.4,0,49,58,1.8,0,83,2.7,1.8,2,3,10.0,2,Focused,6.1,1,0.3,8,6,7,Reading,Research,1,3,3,2,58,Medium
269,18,Male,Rural,5.1,4,40,76,3.0,1,41,0.6,4.2,7,10,3.0,6,Burnout,5.7,6,0.0,10,1,3,Reading,Medical,2,8,7,2,29,Low
270,17,Female,Rural,4.4,1,53,74,2.9,0,52,1.6,1.3,10,2,9.0,6,Burnout,7.3,4,1.5,10,6,7,Reading,Medical,4,1,8,10,34,Low
271,20,Female,Rural,4.9,6,69,54,3.1,0,103,1.5,0.0,1,7,5.0,3,Balanced,7.8,3,1.2,9,2,8,Practical,Research,9,3,2,7,100,High
272,19,Male,Rural,5.3,3,89,74,3.9,0,6,0.8,3.0,9,9,3.0,1,Burnout,7.9,2,1.1,9,9,3,Practical,Business,3,5,2,6,70,Medium
273,18,Male,Urban,2.6,6,44,73,3.9,0,92,1.9,5.0,2,4,10.0,7,Distracted,8.9,0,1.5,9,8,2,Audio,Engineering,7,2,2,4,56,Medium
274,19,Female,Semi-Urban,5.2,7,57,98,1.6,1,22,1.8,3.5,7,3,10.0,2,Burnout,7.9,6,0.9,1,1,9,Audio,Business,5,1,7,9,55,Medium
275,19,Male,Rural,2.0,6,95,62,2.1,0,37,2.6,1.5,1,6,1.0,3,Balanced,7.9,2,1.2,2,4,9,Practical,Medical,4,10,10,8,75,High
276,15,Female,Semi-Urban,3.9,1,55,89,2.8,1,16,2.5,0.2,4,1,9.0,6,Balanced,8.4,1,0.8,9,5,6,Audio,Arts,3,4,6,7,63,Medium
277,16,Male,Rural,1.1,6,54,94,2.5,1,58,1.9,2.7,8,10,1.0,8,Distracted,6.0,3,1.5,2,2,5,Audio,Medical,10,9,3,8,52,Medium
278,17,Male,Rural,3.7,2,50,80,2.8,1,53,1.6,4.2,7,3,5.0,5,Balanced,6.8,1,2.3,2,4,4,Visual,Research,4,6,2,6,60,Medium
279,22,Female,Rural,4.8,1,98,57,3.4,1,59,1.9,2.8,3,5,7.0,8,Balanced,5.3,3,0.2,10,3,6,Audio,Arts,5,4,2,7,66,Medium
280,18,Female,Rural,3.9,0,90,84,1.9,0,105,0.2,3.5,8,3,1.0,1,Burnout,6.6,5,2.0,3,4,2,Practical,Business,2,7,1,7,60,Medium
281,15,Female,Semi-Urban,2.7,7,85,55,1.9,0,86,1.1,2.1,10,3,,10,Balanced,7.7,3,0.0,8,8,10,Visual,Medical,6,5,8,4,26,Low
282,19,Female,Rural,3.6,7,78,96,2.2,1,30,1.9,1.3,8,7,7.0,5,Distracted,5.9,6,2.1,6,5,3,Reading,Medical,10,10,4,3,84,High
283,21,Female,Semi-Urban,5.9,5,73,91,3.0,0,119,3.3,0.3,10,9,4.0,9,Balanced,6.9,2,0.7,8,10,4,Visual,Engineering,3,3,5,1,52,Medium
284,17,Female,Semi-Urban,3.7,0,57,60,3.3,1,52,1.9,2.0,8,2,9.0,2,Distracted,8.0,3,0.9,7,8,5,Visual,Medical,6,1,6,8,53,Medium
285,18,Male,Semi-Urban,6.1,0,79,81,2.7,1,61,2.6,1.6,7,3,2.0,7,Balanced,5.9,6,1.6,9,3,7,Visual,Research,8,2,6,8,45,Low
286,17,Male,Semi-Urban,3.2,5,76,76,5.0,1,96,1.9,0.0,1,1,4.0,6,Burnout,5.4,3,0.2,1,5,10,Audio,Business,5,5,10,6,20,Low
287,23,Female,Rural,7.6,6,85,57,1.7,1,29,0.0,0.0,5,10,7.0,8,Burnout,5.6,7,2.2,8,3,4,Visual,Arts,6,7,4,4,68,Medium
288,22,Female,Semi-Urban,6.4,2,78,61,4.1,1,11,1.6,1.2,10,10,8.0,9,Burnout,7.3,6,0.9,7,4,9,Audio,Medical,8,1,2,2,24,Low
289,15,Male,Semi-Urban,5.6,3,81,61,1.2,1,100,2.0,2.3,9,3,3.0,7,Distracted,7.6,6,1.7,7,5,7,Audio,Engineering,2,6,8,1,48,Low
290,15,Male,Urban,4.0,7,47,72,0.3,0,110,3.2,0.0,2,4,1.0,3,Burnout,6.0,5,1.0,5,9,4,Practical,Arts,10,7,1,9,75,High
291,21,Male,Semi-Urban,3.5,1,54,81,3.8,0,39,1.2,3.4,9,5,2.0,8,Balanced,4.4,0,1.5,6,10,8,Reading,Business,9,5,6,4,12,Low
292,19,Male,Urban,4.7,4,55,95,2.8,1,26,1.6,1.4,2,2,6.0,8,Burnout,4.4,3,0.6,2,2,7,Audio,Research,10,1,6,7,23,Low
293,16,Female,Rural,6.6,0,83,93,5.8,0,49,1.4,0.8,1,4,7.0,10,Focused,6.6,2,1.2,2,4,5,Practical,Medical,1,8,8,6,75,High
294,19,Female,Urban,5.2,4,90,68,5.1,0,51,1.5,0.0,2,4,7.0,1,Burnout,,6,0.9,7,1,1,Visual,Arts,4,5,5,4,62,Medium
295,15,Male,Semi-Urban,3.9,4,69,56,2.9,0,15,0.7,2.1,4,4,9.0,7,Distracted,6.2,2,0.7,1,2,7,Visual,Medical,2,7,9,2,45,Low
296,21,Female,Urban,3.2,4,55,88,6.4,1,81,1.8,2.7,3,7,6.0,8,Focused,6.7,5,2.0,8,6,10,Audio,Medical,7,9,7,3,51,Medium
297,17,Male,Semi-Urban,4.5,3,97,55,2.9,1,29,0.0,3.6,6,2,10.0,1,Focused,8.0,0,3.0,4,3,2,Visual,Arts,9,1,7,4,71,Medium
298,19,Male,Rural,6.5,1,94,71,5.2,1,9,2.0,1.3,5,6,5.0,7,Focused,8.4,3,0.0,1,8,4,Reading,Arts,1,5,8,4,68,Medium
299,17,Male,Urban,3.7,0,41,64,3.0,1,26,2.6,0.8,1,5,10.0,9,Balanced,3.6,7,1.4,3,1,3,Reading,Medical,1,8,1,5,48,Low
300,18,Male,Semi-Urban,4.2,1,49,59,0.8,1,111,0.9,2.9,10,9,5.0,6,Burnout,6.9,0,2.6,8,9,10,Audio,Business,8,3,8,6,24,Low
301,18,Female,Semi-Urban,0.5,1,51,87,3.8,0,43,3.3,3.9,1,2,9.0,10,Focused,6.2,7,1.5,7,9,10,Reading,Research,2,6,3,6,45,Low
302,17,Female,Semi-Urban,4.0,4,91,77,1.7,1,14,0.2,1.5,2,4,9.0,8,Burnout,8.8,2,0.0,10,7,6,Audio,Business,10,5,1,2,64,Medium
